"siteName","longitude","latitude","meanSoilMoisture"
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Moab NEON",-109.38827,38.24828,356
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Oak Ridge NEON",-84.28259,35.96413,381.5
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Blandy Experimental Farm NEON",-78.04179,39.0337,387
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
